P46989	ATG27	0.0	1.1995789182442156	0.996955458129051	0.17293233082706766
P53104	ATG1	0.0	1.577655642533023	1.0081287112382804	0.45864661654135336
Q06671	ATG23	0.0	1.748547787104857	1.0	0.2781954887218045
Q12527	ATG11	0.0	1.6588767244953122	0.9530461032093229	0.21052631578947367
P31384	CCR4	0.0	0.9421011597763534	1.005228785190248	0.8345864661654135
P40482	SEC24	0.0	0.887473913275184	1.0032153693492505	0.24060150375939848
P43601	ATG18	0.0	1.2319201170527596	1.0149858414799853	0.22556390977443608
Q06410	ATG17	0.0	1.5613779511980017	1.0	0.19548872180451127
P38932	VPS45	0.0	0.9986505969687388	1.002707858986001	0.17293233082706766
Q03497	STE20	0.0	0.8670377163950834	1.0111194853062548	0.12781954887218044
P38166	SFT2	0.0	1.1972614855314372	1.0120180301905308	0.2706766917293233
P53252	PIL1	0.0	1.5412357308637776	0.998010500020769	0.2932330827067669
P39516	RPS14B	0.0	0.2697277517459298	0.9942872807859819	0.06766917293233082
Q12690	RPL13A	0.0	0.26231654770440177	0.9962938514375459	0.11278195488721804
P40527	NEO1	0.0	1.3730153405576353	0.9938398623297888	0.2857142857142857
P36018	YPT52	0.0	1.120826795012226	0.9862243918633663	0.12781954887218044
P38270	ATG14	0.0	1.6826028735687724	1.0	0.20300751879699247
P53145	LSG1	0.0	0.7120025193943728	0.995433530990891	0.045112781954887216
P39730	FUN12	0.0	0.8676646364836312	1.004080344439682	0.045112781954887216
P38121	POL12	0.0	2.2175199099496483	0.9952014932611045	0.09022556390977443
O14455	RPL36B	0.0	0.33626343191409563	1.00973064820193	0.03759398496240601
P22137	CHC1	0.0	1.0791396193018215	0.9993534307955093	0.09022556390977443
Q12396	EMP46	0.0	1.633449398297726	0.9989863390564914	0.06766917293233082
P0CX39	RPS8A	0.0	0.4840401360490904	0.9944928194865863	0.15789473684210525
P19454	CKA2	0.0	0.8254917443165256	1.0075101782564866	0.21804511278195488
P33322	CBF5	0.0	0.3875118425683379	0.9889778046628126	0.08270676691729323
P25694	CDC48	0.0	0.9610728387949944	0.9975356174063128	0.45112781954887216
P39517	DHH1	0.0	1.2968168773961757	0.9869041599826051	0.8646616541353384
P36017	VPS21	0.0	1.2464935941989557	0.9970037343799625	0.44360902255639095
Q04491	SEC13	0.0	0.7075220629181821	0.9858996408564984	0.22556390977443608
P06634	DED1	0.0	0.5701626198608403	0.9965382595229464	0.21052631578947367
P19524	MYO2	0.0	0.904358586501672	1.0065164665405317	0.37593984962406013
P23292	YCK2	0.0	0.6785137033985512	0.9974378942494736	0.21052631578947367
P40217	TIF34	0.0	0.608299687308568	0.9987891826729102	0.15037593984962405
P32939	YPT7	0.0	1.0316692264496108	0.9980005038917152	0.3458646616541353
P43555	EMP47	0.0	0.868309197157129	0.9881504406973648	0.08270676691729323
P53039	YIP1	0.0	0.7668451190586741	1.030134522763838	0.3458646616541353
P22214	SEC22	0.0	1.0723759157142652	0.9919154134844348	0.5864661654135338
Q05775	HCR1	0.0	0.6949879323708114	0.9733707907156329	0.15037593984962405
P46944	TRS85	0.0	1.248870323227587	1.0019771395459958	0.3233082706766917
P39931	SSP120	0.0	0.9584520596946996	1.0042945543595545	0.07518796992481203
Q06096	COG4	0.0	1.2906767121293947	1.000842836002479	0.3458646616541353
P32867	SSO1	0.0	1.0692804314817559	1.0236688173353845	0.24812030075187969
P06787	CMD1	0.0	0.971588372413254	0.9716416391826531	0.42857142857142855
Q12680	GLT1	0.0	0.879734554642126	0.9913705219683573	0.12030075187969924
P07560	SEC4	0.0	0.9518692632945239	0.9993874856217554	0.2781954887218045
P53845	YIF1	0.0	0.9285909911927449	1.020346937457064	0.09022556390977443
P53049	YOR1	0.0	1.0529733404138344	0.9918449246512027	0.17293233082706766
P46784	RPS10B	0.0	0.45521458602166137	1.000421718300277	0.08270676691729323
P37296	STV1	0.0	0.8382385191151979	1.0129270645859219	0.11278195488721804
P53855	ATG2	0.0	1.3362299135778966	1.024168632415318	0.13533834586466165
P40438	VTH1	0.0	0.886113457744203	1.0038751184350865	0.03759398496240601
P26785	RPL16B	0.0	0.32348180647890373	0.9978929402594181	0.045112781954887216
P39524	DRS2	0.0	0.9108959452605289	0.9959342070580653	0.3383458646616541
P38736	GOS1	0.0	1.0868283096044806	0.9984538026253347	0.38345864661654133
P0CX47	RPS11A	0.0	0.2652809484702822	0.9947105383093543	0.14285714285714285
P41805	RPL10	0.0	0.3165043600533007	0.9740532543735275	0.18796992481203006
P48164	RPS7B	0.0	0.6169718687215594	0.9998080040713856	0.08270676691729323
Q05359	ERP1	0.0	0.6976126921222735	0.990035821431389	0.16541353383458646
P05748	RPL15A	0.0	0.17378950656595335	0.9830617360479349	0.10526315789473684
P26784	RPL16A	0.0	0.23971975658357483	1.0091791635032707	0.11278195488721804
P09064	SUI3	0.0	0.6310112387923859	0.9984463562829067	0.07518796992481203
P21965	MCK1	0.0	0.974633352814967	0.998523123607649	0.2857142857142857
P02400	RPP2B	0.0	0.28279103500513986	0.9815998327246526	0.15037593984962405
P40212	RPL13B	0.0	0.388652789173892	0.9962938514375459	0.05263157894736842
P02407	RPS17A	0.0	0.3186480153938178	0.9956591398828	0.05263157894736842
P0CX51	RPS16A	0.0	0.32171111336743635	0.9936965548543215	0.09022556390977443
P25655	CDC39	0.0	1.1590424074782506	0.9921642304929472	0.24060150375939848
P43682	SFT1	0.0	0.7158247794035427	1.0	0.11278195488721804
P32602	SEC17	0.0	1.3894373318870246	1.0066282372778097	0.3007518796992481
Q12402	YOP1	0.0	0.9356001055879387	1.000875124693463	0.09774436090225563
Q12048	ATG41	0.0	1.0	1.0	0.007518796992481203
P69771	DID2	0.0	0.9566893221752806	0.998467787992758	0.18045112781954886
P01123	YPT1	0.0	0.8089913398399883	0.9940625130701745	0.42857142857142855
P54837	ERV25	0.0	0.9610241347162143	0.9988765203113507	0.22556390977443608
Q00684	CDC14	0.0	0.8757486835096534	0.9801358347774519	0.21804511278195488
